spider,date_collected,time_collected,treatment1,treatment2,tub,container,date_added,temperature_F,sky,location,noise_location,last_fed,mass_g,mass_mg,sex,adult,molt1,molt2,molt3,molt4,lastmolt,released,died_yn,died,eggs_yn,eggs,eggs_2,longitude,latitude,visible,mapped,web_photo,spider_photo,vibr_sec,web_height_cm,sub_height_cm,place,collection_mass_mg,substrate,Notes,line_date1,silk_date1,line_mass1,silkline_mass1,silk_mass1,tb1date,tb_1,tb2date,tb_2,tb3date,tb_3,tb4date,tb_4,tb5date,tb_5,tb6date,tb_6,tb7date,tb_7,tb8date,tb_8,tb9date,tb_9,tb10date,tb_10,tb11date,tb_11,tb12date,tb_12,prey1date,prey_1,prey2date,prey_2,prey3date,prey_3,prey4date,prey_4,prey5date,prey_5,prey6date,prey_6,prey7date,prey_7,prey8date,prey_8,prey9date,prey_9,prey10date,prey_10,prey11date,prey_11,prey12date,prey_12,line_date_before,silk_date_before,line_mass_before,silkline_mass_before,silk_mass_before,line_date_bs,silk_date_bs,line_mass_bs,silkline_mass_bs,silk_mass_bs,line_date_as,silk_date_as,line_mass_as,silkline_mass_as,silk_mass_as,line_date_original,silk_date_original,line_mass_original,silkline_mass_original,silk_mass_original
AP219,7/17/21,12:51,silent,silent,8,8,7/25/21,80,cloudy,campus,city,9/2/21,0.0702,70.2,M,TRUE,8/12/21,9/7/21,,,9/7/21,n,y,10/16/21,n,,,40.819018,-96.703254,TRUE,TRUE,TRUE,TRUE,7,5,17,outside,44.5,Wintercreeper,,9/4/21,9/7/21,14.78,17.19,2.41,9/4/21,0.44,9/7/21,0.53,9/11/21,0.66,9/14/21,2.13,9/18/21,0.68,9/21/21,7.75,9/25/21,19.28,9/28/21,4.5,10/2/21,4.53,10/5/21,3.66,10/9/21,30,10/12/21,30,9/5/21,21.72,9/8/21,1.41,9/12/21,1.41,9/15/21,30,9/19/21,0.69,9/22/21,11.44,9/26/21,30,9/29/21,30,10/3/21,30,10/6/21,30,10/10/21,30,10/13/21,30,9/4/21,9/7/21,14.78,17.19,2.41,9/24/21,9/28/21,15.178,17.583,2.4050,10/15/21,10/19/21,14.952,15.721,0.769,11/11/21,11/15/21,15.097,15.563,0.466
AP220,7/17/21,12:53,silent,silent,30,5,7/25/21,80,cloudy,campus,city,9/2/21,0.0942,94.2,M,TRUE,7/23/21,8/23/21,,,8/23/21,n,n,,n,,,40.819018,-96.703254,TRUE,TRUE,TRUE,TRUE,9,9,20,outside,48.3,Wintercreeper,1 leg missing at collection,9/5/21,9/8/21,15.29,18.29,3,9/5/21,2.44,9/8/21,18.43,9/12/21,30,9/15/21,30,9/19/21,18.94,9/22/21,30,9/26/21,30,9/29/21,30,10/3/21,30,10/6/21,30,10/10/21,30,10/13/21,30,9/6/21,0.88,9/9/21,1.4,9/13/21,18.31,9/16/21,5.56,9/20/21,1.47,9/23/21,11.69,9/27/21,30,9/30/21,0.78,10/4/21,0.9,10/7/21,6.31,10/11/21,16.25,10/14/21,9.75,9/5/21,9/8/21,15.29,18.29,3.00,9/24/21,9/29/21,15.250,17.621,2.3710,10/15/21,10/20/21,14.799,17.108,2.309,11/11/21,11/15/21,15.154,15.350,0.196
AP221,7/17/21,13:01,silent,silent,11,6,7/25/21,80,cloudy,campus,city,9/2/21,,,,FALSE,,,,,,n,y,9/2/21,n,,,40.819018,-96.703254,TRUE,TRUE,TRUE,TRUE,12,4,22,outside,35.1,Wintercreeper,,9/4/21,9/7/21,14.98,19.22,4.24,9/4/21,,9/7/21,,9/11/21,,9/14/21,,9/18/21,,9/21/21,,9/25/21,,9/28/21,,10/2/21,,10/5/21,,10/9/21,,10/12/21,,9/5/21,,9/8/21,,9/12/21,,9/15/21,,9/19/21,,9/22/21,,9/26/21,,9/29/21,,10/3/21,,10/6/21,,10/10/21,,10/13/21,,9/4/21,9/7/21,14.98,19.22,4.24,9/24/21,,15.174,,-15.1740,,,,,0.000,11/11/21,11/15/21,15.117,15.634,0.517
AP222,7/17/21,13:04,loud,loud,14,7,7/25/21,80,cloudy,campus,city,9/2/21,0.1165,116.5,F,FALSE,8/15/21,,,,8/15/21,n,n,,n,,,40.819018,-96.703254,TRUE,TRUE,TRUE,TRUE,1,5,17,outside,58.9,Wintercreeper,,9/4/21,9/7/21,15.62,21.82,6.2,9/4/21,2.06,9/7/21,1.41,9/11/21,0.56,9/14/21,0.5,9/18/21,0.69,9/21/21,0.41,9/25/21,0.44,9/28/21,0.37,10/2/21,0.6,10/5/21,0.37,10/9/21,0.75,10/12/21,9.19,9/5/21,2.53,9/8/21,2.84,9/12/21,0.75,9/15/21,0.63,9/19/21,1.09,9/22/21,0.59,9/26/21,11.96,9/29/21,0.62,10/3/21,0.78,10/6/21,0.63,10/10/21,0.94,10/13/21,0.59,9/4/21,9/7/21,15.62,21.82,6.20,9/24/21,9/28/21,14.851,19.911,5.0600,10/15/21,10/19/21,14.953,26.053,11.100,11/11/21,11/15/21,15.289,16.217,0.928
AP223,7/17/21,13:08,quiet,loud,16,3,7/25/21,80,cloudy,campus,city,9/2/21,0.0968,96.8,F,FALSE,8/19/21,,,,8/19/21,y,n,,n,,,40.819018,-96.703254,TRUE,TRUE,TRUE,TRUE,2,5,11,outside,42.9,Wintercreeper,,9/5/21,9/8/21,15.03,21.66,6.63,9/5/21,0.37,9/8/21,0.47,9/12/21,0.97,9/15/21,0.44,9/19/21,1.19,9/22/21,30,9/26/21,9.82,9/29/21,4.47,10/4/21,10.91,10/6/21,0.9,10/10/21,1.16,10/13/21,3.15,9/6/21,0.47,9/9/21,0.81,9/13/21,0.69,9/16/21,0.87,9/20/21,0.87,9/23/21,30,9/27/21,30,9/30/21,29.38,10/3/21,0.72,10/7/21,1.34,10/11/21,2.28,10/14/21,0.91,9/5/21,9/8/21,15.03,21.66,6.63,9/24/21,9/29/21,14.511,18.880,4.3690,10/15/21,10/20/21,15.326,18.171,2.845,11/11/21,11/15/21,15.290,15.894,0.604
AP224,7/17/21,13:13,loud,loud,17,6,7/25/21,80,cloudy,campus,city,9/2/21,0.082,82,M,TRUE,7/25/21,8/18/21,,,8/18/21,n,n,,n,,,40.819018,-96.703254,TRUE,TRUE,TRUE,TRUE,2,6,16,outside,37.4,Wintercreeper,,9/5/21,9/8/21,15.11,18.53,3.42,9/5/21,1,9/8/21,6.12,9/12/21,1.41,9/15/21,30,9/19/21,5.87,9/22/21,5.9,9/26/21,9.63,9/29/21,30,10/4/21,30,10/6/21,30,10/10/21,13.09,10/13/21,1.25,9/6/21,0.91,9/9/21,1.5,9/13/21,5.25,9/16/21,30,9/20/21,11.25,9/23/21,23.65,9/27/21,30,9/30/21,30,10/3/21,30,10/7/21,30,10/11/21,30,10/14/21,30,9/5/21,9/8/21,15.11,18.53,3.42,9/24/21,9/29/21,15.364,16.425,1.0610,10/15/21,10/20/21,15.123,19.519,4.396,11/11/21,11/15/21,15.548,16.017,0.469
AP225,7/17/21,13:15,quiet,quiet,19,5,7/25/21,80,cloudy,campus,city,9/2/21,0.0684,68.4,M,TRUE,8/9/21,8/31/21,,,8/31/21,n,n,,n,,,40.819018,-96.703254,TRUE,TRUE,TRUE,TRUE,2,7,16,outside,19.9,Wintercreeper,,9/5/21,9/8/21,14.74,17.4,2.66,9/5/21,1.72,9/8/21,1.47,9/12/21,1.91,9/15/21,1.34,9/19/21,3.78,9/22/21,2.43,9/26/21,30,9/29/21,30,10/4/21,30,10/6/21,30,10/10/21,30,10/13/21,0.57,9/6/21,9.12,9/9/21,1.34,9/13/21,12.87,9/16/21,6.03,9/20/21,30,9/23/21,30,9/27/21,30,9/30/21,30,10/3/21,14.87,10/7/21,21.75,10/11/21,30,10/14/21,30,9/5/21,9/8/21,14.74,17.40,2.66,9/24/21,9/29/21,15.182,17.438,2.2560,10/15/21,10/20/21,15.166,21.485,6.319,11/11/21,11/15/21,15.216,15.473,0.257
AP226,7/17/21,13:17,silent,silent,29,8,7/25/21,80,cloudy,campus,city,9/2/21,0.0756,75.6,F,FALSE,8/15/21,,,,8/15/21,n,n,,y,9/30/21,,40.819018,-96.703254,TRUE,TRUE,TRUE,TRUE,3,7,25,outside,25,Wintercreeper,,9/5/21,9/8/21,15.34,22.23,6.89,9/5/21,3,9/8/21,0.5,9/12/21,0.44,9/15/21,6.28,9/19/21,0.72,9/22/21,3.97,9/26/21,30,9/29/21,20,10/3/21,1.91,10/6/21,3.72,10/10/21,7.25,10/13/21,30,9/6/21,0.63,9/9/21,1.9,9/13/21,0.72,9/16/21,1.56,9/20/21,3.12,9/23/21,8.34,9/27/21,0.88,9/30/21,1.72,10/4/21,1.87,10/7/21,0.56,10/11/21,1.4,10/14/21,11.41,9/5/21,9/8/21,15.34,22.23,6.89,9/24/21,9/29/21,15.352,23.772,8.4200,10/15/21,10/20/21,14.786,19.101,4.315,11/11/21,11/15/21,15.813,15.979,0.166
AP227,7/17/21,13:21,silent,silent,23,7,7/25/21,80,cloudy,campus,city,9/2/21,0.0727,72.7,F,FALSE,8/9/21,9/2/21,,,9/2/21,n,n,,n,,,40.819018,-96.703254,TRUE,TRUE,TRUE,TRUE,2,4,24,outside,17.8,Wintercreeper,,9/5/21,9/8/21,15.03,16.95,1.92,9/5/21,0.41,9/8/21,0.81,9/12/21,3.66,9/15/21,0.63,9/19/21,1.68,9/22/21,0.53,9/26/21,0.47,9/29/21,0.41,10/3/21,1.1,10/6/21,3.31,10/10/21,0.72,10/13/21,0.56,9/6/21,0.75,9/9/21,1.28,9/13/21,1.09,9/16/21,0.63,9/20/21,20.47,9/23/21,6.85,9/27/21,0.69,9/30/21,7.43,10/4/21,4.25,10/7/21,12.19,10/11/21,0.59,10/14/21,13.94,9/5/21,9/8/21,15.03,16.95,1.92,9/24/21,9/29/21,15.057,20.335,5.2780,10/15/21,10/20/21,15.069,22.137,7.068,11/11/21,11/15/21,14.923,15.410,0.487
AP228,7/17/21,13:26,loud,loud,25,8,7/25/21,80,cloudy,campus,city,9/2/21,,,M,TRUE,8/9/21,9/5/21,,,9/5/21,n,y,9/29/21,n,,,40.819018,-96.703254,TRUE,TRUE,TRUE,TRUE,7,7,25,outside,31,Wintercreeper,,9/5/21,9/8/21,15.24,21.84,6.6,9/5/21,30,9/8/21,0.44,9/12/21,25.59,9/15/21,30,9/19/21,15.09,9/22/21,30,9/26/21,30,9/29/21,,10/3/21,,10/6/21,,10/10/21,,10/13/21,,9/6/21,30,9/9/21,0.66,9/13/21,0.66,9/16/21,0.81,9/20/21,30,9/23/21,30,9/27/21,30,9/30/21,,10/4/21,,10/7/21,,10/11/21,,10/14/21,,9/5/21,9/8/21,15.24,21.84,6.60,9/24/21,9/29/21,14.590,15.910,1.3200,10/15/21,,15.181,,-15.181,11/11/21,11/15/21,14.987,15.557,0.570
AP229,7/17/21,13:47,quiet,quiet,2,8,7/25/21,80,cloudy,campus,city,9/2/21,0.0954,95.4,F,FALSE,8/9/21,9/1/21,,,9/1/21,n,n,,n,,,40.819018,-96.703254,TRUE,TRUE,TRUE,TRUE,2,5,25,outside,24.6,Wintercreeper,,9/4/21,9/7/21,15.3,19.19,3.89,9/4/21,0.59,9/7/21,0.41,9/11/21,2.04,9/14/21,0.62,9/18/21,9.37,9/21/21,1.47,9/25/21,9.25,9/28/21,1.19,10/2/21,0.79,10/5/21,9.13,10/9/21,3.87,10/12/21,0.66,9/5/21,0.78,9/8/21,1.35,9/12/21,0.88,9/15/21,1.5,9/19/21,3,9/22/21,2.13,9/26/21,1.62,9/29/21,6.65,10/3/21,1.59,10/6/21,9.19,10/10/21,1.44,10/13/21,3.56,9/4/21,9/7/21,15.30,19.19,3.89,9/24/21,9/28/21,14.737,19.786,5.0490,10/15/21,10/19/21,15.291,26.089,10.798,11/11/21,11/15/21,15.062,15.505,0.443
AP230,7/17/21,13:53,loud,quiet,3,9,7/25/21,81,cloudy,campus,city,9/2/21,0.1128,112.8,F,FALSE,7/30/21,8/19/21,,,8/19/21,y,n,,n,,,40.8190332,-96.7030539,TRUE,TRUE,TRUE,TRUE,3,5,27,outside,24.2,Wintercreeper,,9/4/21,9/7/21,15.01,22.36,7.35,9/4/21,0.56,9/7/21,0.37,9/11/21,0.91,9/14/21,0.63,9/18/21,6.06,9/21/21,0.5,9/25/21,0.66,9/28/21,0.38,10/2/21,3.28,10/5/21,30,10/9/21,30,10/12/21,2.88,9/5/21,0.75,9/8/21,7.73,9/12/21,1.41,9/15/21,0.72,9/19/21,0.85,9/22/21,0.87,9/26/21,0.87,9/29/21,15.44,10/3/21,0.97,10/6/21,2.47,10/10/21,0.87,10/13/21,2.38,9/4/21,9/7/21,15.01,22.36,7.35,9/24/21,9/28/21,14.945,23.233,8.2880,10/15/21,10/19/21,14.830,18.638,3.808,11/11/21,11/15/21,15.017,15.367,0.350
AP231,7/17/21,13:58,,,,,,81,cloudy,campus,city,9/2/21,0.0773,77.3,F,FALSE,8/16/21,,,,8/16/21,y,n,,n,,,40.8190332,-96.7030539,TRUE,TRUE,TRUE,TRUE,1,9,18,outside,21.7,Wintercreeper,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.0000,,,,,0.000,,,,,0.000
AP232,7/17/21,14:03,loud,quiet,7,7,7/25/21,81,cloudy,campus,city,9/2/21,0.1125,112.5,F,FALSE,8/28/21,,,,8/28/21,y,n,,n,,,40.8190332,-96.7030539,TRUE,TRUE,TRUE,TRUE,6,6,16,outside,38.7,Wintercreeper,,9/4/21,9/7/21,15.17,21.85,6.68,9/4/21,1.25,9/7/21,0.47,9/11/21,0.4,9/14/21,0.66,9/18/21,1.03,9/21/21,8.56,9/25/21,0.59,9/28/21,0.43,10/2/21,1.66,10/5/21,2.93,10/9/21,8.16,10/12/21,4.4,9/5/21,0.6,9/8/21,0.88,9/12/21,19.07,9/15/21,0.78,9/19/21,1.84,9/22/21,0.72,9/26/21,8.95,9/29/21,2.03,10/3/21,0.84,10/6/21,1.03,10/10/21,6.47,10/13/21,0.91,9/4/21,9/7/21,15.17,21.85,6.68,9/24/21,9/28/21,14.868,22.926,8.0580,10/15/21,10/19/21,15.003,19.476,4.473,11/11/21,11/15/21,15.233,16.886,1.653
AP233,7/17/21,14:07,quiet,loud,9,5,7/25/21,81,cloudy,campus,city,9/2/21,,0,,FALSE,8/9/21,,,,8/9/21,n,y,8/31/21,n,,,40.8190332,-96.7030539,TRUE,TRUE,TRUE,TRUE,7,9,16,outside,19.6,Wintercreeper,,9/4/21,9/7/21,15.35,19.17,3.82,9/4/21,,9/7/21,,9/11/21,,9/14/21,,9/18/21,,9/21/21,,9/25/21,,9/28/21,,10/2/21,,10/5/21,,10/9/21,,10/12/21,,9/5/21,,9/8/21,,9/12/21,,9/15/21,,9/19/21,,9/22/21,,9/26/21,,9/29/21,,10/3/21,,10/6/21,,10/10/21,,10/13/21,,9/4/21,9/7/21,15.35,19.17,3.82,9/24/21,,15.404,,-15.4040,,,,,0.000,11/11/21,11/15/21,15.200,15.577,0.377
AP234,7/17/21,14:09,silent,silent,12,6,7/25/21,81,cloudy,campus,city,9/2/21,0.0693,69.3,M,TRUE,8/9/21,9/5/21,,,9/5/21,n,n,,n,,,40.8190332,-96.7030539,TRUE,TRUE,TRUE,TRUE,2,4,11,outside,25.6,Wintercreeper,,9/4/21,9/7/21,14.66,18.82,4.16,9/4/21,30,9/7/21,0.31,9/11/21,0.34,9/14/21,0.71,9/18/21,0.62,9/21/21,0.72,9/25/21,0.5,9/28/21,0.63,10/2/21,0.53,10/5/21,3.04,10/9/21,0.6,10/12/21,1.84,9/5/21,30,9/8/21,1.09,9/12/21,0.81,9/15/21,0.62,9/19/21,0.75,9/22/21,2.16,9/26/21,11.12,9/29/21,5.56,10/3/21,1.13,10/6/21,0.72,10/10/21,6.53,10/13/21,14.31,9/4/21,9/7/21,14.66,18.82,4.16,9/24/21,9/28/21,15.031,16.792,1.7610,10/15/21,10/19/21,14.818,20.384,5.566,11/11/21,11/15/21,15.341,15.804,0.463
AP235,7/17/21,14:13,quiet,quiet,13,6,7/25/21,81,cloudy,campus,city,9/2/21,0.0887,88.7,F,FALSE,7/30/21,8/28/21,,,8/28/21,n,n,,n,,,40.8190332,-96.7030539,TRUE,TRUE,TRUE,TRUE,8,10,24,outside,30.9,Wintercreeper,,9/4/21,9/7/21,15.19,18.31,3.12,9/4/21,1.56,9/7/21,0.75,9/11/21,0.4,9/14/21,0.71,9/18/21,0.62,9/21/21,0.78,9/25/21,0.37,9/28/21,0.75,10/2/21,0.94,10/5/21,0.79,10/9/21,5.37,10/12/21,30,9/5/21,17.18,9/8/21,0.62,9/12/21,0.54,9/15/21,1,9/19/21,0.63,9/22/21,0.81,9/26/21,0.9,9/29/21,0.69,10/3/21,5.41,10/6/21,6.44,10/10/21,0.59,10/13/21,1.37,9/4/21,9/7/21,15.19,18.31,3.12,9/24/21,9/28/21,15.338,21.858,6.5200,10/15/21,10/19/21,14.974,21.533,6.559,11/11/21,11/15/21,14.831,15.637,0.806
AP236,7/17/21,14:16,silent,silent,15,3,7/25/21,82,cloudy,campus,city,9/2/21,0.0538,53.8,M,TRUE,7/23/21,8/9/21,9/4/21,,9/4/21,n,n,,n,,,40.8190332,-96.7030539,TRUE,TRUE,TRUE,TRUE,9,9,26,outside,15,Wintercreeper,,9/4/21,9/7/21,14.8,17.68,2.88,9/4/21,1.37,9/7/21,1.44,9/11/21,9.4,9/14/21,12.34,9/18/21,30,9/21/21,30,9/25/21,30,9/28/21,30,10/2/21,30,10/5/21,8.85,10/9/21,30,10/12/21,30,9/5/21,30,9/8/21,30,9/12/21,0.81,9/15/21,1.31,9/19/21,5.69,9/22/21,4.59,9/26/21,30,9/29/21,30,10/3/21,6.22,10/6/21,30,10/10/21,30,10/13/21,30,9/4/21,9/7/21,14.80,17.68,2.88,9/24/21,9/28/21,14.816,17.795,2.9790,10/15/21,10/19/21,15.227,18.185,2.958,11/11/21,11/15/21,15.427,15.649,0.222
AP237,7/17/21,14:18,silent,silent,30,7,7/25/21,82,cloudy,campus,city,9/2/21,0.1332,133.2,F,FALSE,7/23/21,8/23/21,,,8/23/21,n,n,,n,,,40.8190332,-96.7030539,TRUE,TRUE,TRUE,TRUE,6,11,19,outside,38.4,Wintercreeper,,9/5/21,9/8/21,15.16,21.07,5.91,9/5/21,3.5,9/8/21,0.75,9/12/21,0.56,9/15/21,0.37,9/19/21,0.59,9/22/21,0.53,9/26/21,0.32,9/29/21,1.9,10/3/21,0.53,10/6/21,0.34,10/10/21,0.41,10/13/21,0.5,9/6/21,15.4,9/9/21,3.75,9/13/21,0.93,9/16/21,0.97,9/20/21,0.81,9/23/21,0.66,9/27/21,0.6,9/30/21,0.57,10/4/21,0.81,10/7/21,0.59,10/11/21,0.68,10/14/21,0.53,9/5/21,9/8/21,15.16,21.07,5.91,9/24/21,9/29/21,14.328,19.178,4.8500,10/15/21,10/20/21,15.096,23.481,8.385,11/11/21,11/15/21,15.390,15.438,0.048
AP238,7/17/21,14:21,,,,,,82,cloudy,campus,city,9/2/21,,,M,TRUE,8/9/21,8/23/21,,,8/23/21,y,y,,n,,,40.8190332,-96.7030539,TRUE,TRUE,TRUE,TRUE,5,8,25,outside,25.2,Wintercreeper,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.0000,,,,,0.000,,,,,0.000
AP239,7/17/21,14:23,quiet,quiet,22,1,7/25/21,82,cloudy,campus,city,9/2/21,0.0597,59.7,M,FALSE,7/30/21,8/28/21,,,8/28/21,n,y,10/20/21,n,,,40.8190332,-96.7030539,TRUE,TRUE,TRUE,TRUE,2,6,19,outside,28.5,Wintercreeper,,9/5/21,9/8/21,14.99,24.25,9.26,9/5/21,0.44,9/8/21,0.32,9/12/21,1.41,9/15/21,1,9/19/21,0.66,9/22/21,2.37,9/26/21,2.63,9/29/21,30,10/3/21,12.37,10/6/21,19.91,10/10/21,9.07,10/13/21,30,9/6/21,0.69,9/9/21,0.66,9/13/21,0.87,9/16/21,1.56,9/20/21,1.03,9/23/21,1.56,9/27/21,23.06,9/30/21,3.68,10/4/21,0.62,10/7/21,5.5,10/11/21,2.44,10/14/21,14.06,9/5/21,9/8/21,14.99,24.25,9.26,9/24/21,9/29/21,14.709,19.342,4.6330,10/15/21,10/20/21,14.854,17.912,3.058,11/11/21,11/15/21,15.531,16.348,0.817
AP240,7/17/21,14:26,,,,,,83,cloudy,campus,city,9/2/21,0.1058,105.8,F,FALSE,7/30/21,8/19/21,,,8/19/21,y,n,,y,10/17/21,,40.8190332,-96.7030539,TRUE,TRUE,TRUE,TRUE,4,6,14,outside,35.2,Wintercreeper,1 leg missing at collection,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.0000,,,,,0.000,,,,,0.000
AP241,7/17/21,14:32,quiet,loud,25,7,7/25/21,83,cloudy,campus,city,9/2/21,0.0991,99.1,F,FALSE,8/23/21,,,,8/23/21,y,n,,n,,,40.8190332,-96.7030539,FALSE,TRUE,TRUE,TRUE,7,4,23,outside,43.1,Wintercreeper,,9/5/21,9/8/21,15.22,18.73,3.51,9/5/21,1.25,9/8/21,0.47,9/12/21,3.03,9/15/21,0.47,9/19/21,0.82,9/22/21,0.59,9/26/21,0.63,9/29/21,0.47,10/3/21,0.63,10/6/21,0.47,10/10/21,1.56,10/13/21,0.62,9/6/21,0.9,9/9/21,0.65,9/13/21,0.82,9/16/21,2.57,9/20/21,3.5,9/23/21,0.63,9/27/21,5.32,9/30/21,0.81,10/4/21,10.1,10/7/21,0.59,10/11/21,0.6,10/14/21,0.59,9/5/21,9/8/21,15.22,18.73,3.51,9/24/21,9/29/21,14.866,19.346,4.4800,10/15/21,10/20/21,14.891,20.887,5.996,11/11/21,11/14/21,15.202,15.731,0.529
AP242,7/19/21,08:15,loud,quiet,3,3,7/25/21,66,sunny,graciesdaughter,rural,9/2/21,0.0876,87.6,F,FALSE,8/15/21,,,,8/15/21,y,n,,n,,,40.667821,-96.76497,FALSE,TRUE,TRUE,TRUE,3,33,63,outside,25.6,Dead branches,,9/4/21,9/7/21,14.85,17.24,2.39,9/4/21,0.97,9/7/21,10.93,9/11/21,0.82,9/14/21,0.66,9/18/21,0.81,9/21/21,0.78,9/25/21,1.07,9/28/21,0.87,10/2/21,0.44,10/5/21,1.87,10/9/21,3.25,10/12/21,7.47,9/5/21,2.15,9/8/21,0.53,9/12/21,0.5,9/15/21,1.35,9/19/21,1.38,9/22/21,0.94,9/26/21,0.78,9/29/21,8.53,10/3/21,2.68,10/6/21,15.13,10/10/21,0.78,10/13/21,7.09,9/4/21,9/7/21,14.85,17.24,2.39,9/24/21,9/28/21,14.658,20.086,5.4280,10/15/21,10/19/21,14.779,20.659,5.880,11/11/21,11/14/21,15.281,15.550,0.269
AP243,7/19/21,08:17,quiet,loud,6,9,7/25/21,66,sunny,graciesdaughter,rural,9/2/21,0.0817,81.7,F,FALSE,8/9/21,9/1/21,,,9/1/21,y,n,,y,10/16/21,,40.667821,-96.76497,FALSE,TRUE,TRUE,TRUE,3,58,69,outside,27.6,Dead branches,,9/4/21,9/7/21,14.82,20.53,5.71,9/4/21,6.34,9/7/21,0.41,9/11/21,0.91,9/14/21,0.31,9/18/21,3.96,9/21/21,3.22,9/25/21,1.1,9/28/21,0.54,10/2/21,2.93,10/5/21,5.96,10/9/21,30,10/12/21,25.25,9/5/21,0.75,9/8/21,0.87,9/12/21,0.75,9/15/21,15.06,9/19/21,1.78,9/22/21,1.15,9/26/21,1.28,9/29/21,0.59,10/3/21,0.91,10/6/21,1.25,10/10/21,7.38,10/13/21,0.56,9/4/21,9/7/21,14.82,20.53,5.71,9/24/21,9/28/21,15.261,21.467,6.2060,10/15/21,10/19/21,14.694,17.192,2.498,11/11/21,11/14/21,15.489,15.701,0.212
AP244,7/19/21,08:31,silent,silent,8,5,7/25/21,68,sunny,graciesdaughter,rural,9/2/21,0.0507,50.7,M,TRUE,7/30/21,8/23/21,,,8/23/21,n,y,10/16/21,n,,,40.667517,-96.764821,FALSE,TRUE,TRUE,TRUE,7,9,23,outside,34.6,Grass,,9/4/21,9/7/21,15.07,22.41,7.34,9/4/21,0.44,9/7/21,0.37,9/11/21,3,9/14/21,2.81,9/18/21,30,9/21/21,30,9/25/21,30,9/28/21,4.09,10/2/21,7.66,10/5/21,30,10/9/21,27.63,10/12/21,30,9/5/21,30,9/8/21,4.04,9/12/21,2.69,9/15/21,1.13,9/19/21,30,9/22/21,15.41,9/26/21,30,9/29/21,8.58,10/3/21,30,10/6/21,30,10/10/21,30,10/13/21,30,9/4/21,9/7/21,15.07,22.41,7.34,9/24/21,9/28/21,14.844,18.996,4.1520,10/15/21,10/19/21,14.491,14.697,0.206,11/11/21,11/14/21,15.042,15.455,0.413
AP245,7/19/21,08:49,quiet,loud,10,8,7/25/21,70,sunny,graciesdaughter,rural,9/2/21,,,M,FALSE,7/30/21,8/12/21,9/1/21,,9/1/21,n,y,9/25/21,n,,,40.668104,-96.764905,FALSE,TRUE,TRUE,TRUE,no reaction,7,14,outside,12,"Grass, dandelion",,9/4/21,9/7/21,15.01,21.42,6.41,9/4/21,1.41,9/7/21,0.62,9/11/21,4.19,9/14/21,1.72,9/18/21,30,9/21/21,30,9/25/21,,9/28/21,,10/2/21,,10/5/21,,10/9/21,,10/12/21,,9/5/21,0.87,9/8/21,0.37,9/12/21,0.52,9/15/21,1.16,9/19/21,29.5,9/22/21,4.22,9/26/21,,9/29/21,,10/3/21,,10/6/21,,10/10/21,,10/13/21,,9/4/21,9/7/21,15.01,21.42,6.41,9/24/21,9/28/21,15.384,19.738,4.3540,10/15/21,,15.130,,-15.130,11/11/21,11/14/21,15.041,15.319,0.278
AP246,7/19/21,08:51,loud,quiet,11,3,7/25/21,70,sunny,graciesdaughter,rural,9/2/21,,,M,FALSE,7/30/21,8/15/21,9/7/21,,9/7/21,n,y,9/25/21,n,,,40.668104,-96.764905,FALSE,TRUE,TRUE,TRUE,20,3,10,outside,13.5,"Grass, dandelion",,9/4/21,9/7/21,14.99,15.75,0.76,9/4/21,30,9/7/21,30,9/11/21,0.72,9/14/21,12.59,9/18/21,2.68,9/21/21,30,9/25/21,,9/28/21,,10/2/21,,10/5/21,,10/9/21,,10/12/21,,9/5/21,30,9/8/21,30,9/12/21,0.94,9/15/21,30,9/19/21,7.19,9/22/21,30,9/26/21,,9/29/21,,10/3/21,,10/6/21,,10/10/21,,10/13/21,,9/4/21,9/7/21,14.99,15.75,0.76,9/24/21,9/28/21,15.487,15.878,0.3910,10/15/21,,14.986,,-14.986,11/11/21,11/14/21,15.253,15.532,0.279
AP247,7/19/21,08:53,quiet,loud,14,1,7/25/21,71,sunny,graciesdaughter,rural,9/2/21,0.0906,90.6,F,FALSE,7/25/21,8/23/21,,,8/23/21,y,n,,n,,,40.668104,-96.764905,TRUE,TRUE,TRUE,TRUE,3,6,14,outside,43.6,Grass,,9/4/21,9/7/21,15.01,22.13,7.12,9/4/21,0.31,9/7/21,1.03,9/11/21,0.31,9/14/21,0.97,9/18/21,0.47,9/21/21,1.28,9/25/21,1.25,9/28/21,0.59,10/2/21,1.43,10/5/21,1.56,10/9/21,2.1,10/12/21,20.56,9/5/21,1.69,9/8/21,1.28,9/12/21,5.38,9/15/21,0.63,9/19/21,1.06,9/22/21,11.53,9/26/21,6.4,9/29/21,1.97,10/3/21,9.35,10/6/21,0.62,10/10/21,4.04,10/13/21,3.87,9/4/21,9/7/21,15.01,22.13,7.12,9/24/21,9/28/21,14.570,19.417,4.8470,10/15/21,10/19/21,14.927,20.243,5.316,11/11/21,11/14/21,15.268,15.670,0.402
